lr,step,time,train_loss,train_metric,val_loss,val_metric
0.001000,424,4.766256,0.142173,0.142173,0.156898,0.156898
0.001000,425,4.694448,0.139640,0.139640,0.156474,0.156474
0.001000,426,4.783211,0.130960,0.130960,0.156308,0.156308
0.001000,427-best,4.782212,0.172769,0.172769,0.155393,0.155393
0.001000,428-best,4.765260,0.168770,0.168770,0.155172,0.155172
0.001000,429,4.802160,0.120418,0.120418,0.155499,0.155499
0.001000,430,4.803156,0.150604,0.150604,0.155601,0.155601
0.001000,431,4.730351,0.197045,0.197045,0.155482,0.155482
0.001000,432,4.785205,0.167275,0.167275,0.156568,0.156568
0.001000,433,4.723369,0.147538,0.147538,0.155927,0.155927
0.001000,434,4.727361,0.129058,0.129058,0.155529,0.155529
0.001000,435,4.682479,0.151829,0.151829,0.159465,0.159465
0.001000,436,4.842053,0.144084,0.144084,0.168972,0.168972
0.001000,437,4.825099,0.151982,0.151982,0.162919,0.162919
0.001000,438,4.875962,0.136012,0.136012,0.160928,0.160928
0.001000,439,4.708410,0.159582,0.159582,0.158750,0.158750
0.001000,440,4.767254,0.167039,0.167039,0.159097,0.159097
0.001000,441,4.828115,0.120571,0.120571,0.160231,0.160231
0.001000,442,4.772239,0.184650,0.184650,0.159061,0.159061
0.001000,443,4.785204,0.160777,0.160777,0.158376,0.158376
0.001000,444,4.765259,0.132830,0.132830,0.158195,0.158195
0.001000,445,4.754287,0.159442,0.159442,0.157192,0.157192
0.001000,446,4.765259,0.165427,0.165427,0.155804,0.155804
0.001000,447,4.793183,0.165292,0.165292,0.156090,0.156090
0.001000,448,4.868980,0.129238,0.129238,0.156725,0.156725
0.001000,449,4.837066,0.136623,0.136623,0.155532,0.155532
0.001000,450,4.848038,0.147152,0.147152,0.156311,0.156311
0.001000,451,4.846041,0.127206,0.127206,0.155848,0.155848
0.001000,452,4.795178,0.159749,0.159749,0.156393,0.156393
0.001000,453,4.891920,0.123914,0.123914,0.155941,0.155941
0.001000,454,4.838064,0.131224,0.131224,0.156020,0.156020
0.001000,455,4.930816,0.164375,0.164375,0.156208,0.156208
0.001000,456,4.863995,0.121391,0.121391,0.156709,0.156709
0.001000,457,4.847040,0.151509,0.151509,0.156175,0.156175
0.001000,458,4.831082,0.125619,0.125619,0.155388,0.155388
0.001000,459-best,4.829090,0.124143,0.124143,0.155061,0.155061
0.001000,460-best,4.966719,0.160169,0.160169,0.154073,0.154073
0.001000,461-best,4.904886,0.163446,0.163446,0.153761,0.153761
0.001000,462,4.800165,0.130665,0.130665,0.154299,0.154299
0.001000,463,4.776229,0.124246,0.124246,0.154648,0.154648
0.001000,464,4.760272,0.163757,0.163757,0.153887,0.153887
0.001000,465-best,4.809141,0.156431,0.156431,0.153590,0.153590
0.001000,466-best,4.720379,0.141577,0.141577,0.153282,0.153282
0.001000,467-best,4.806149,0.166889,0.166889,0.153020,0.153020
0.001000,468-best,4.872971,0.172735,0.172735,0.152880,0.152880
0.001000,469-best,4.772239,0.146852,0.146852,0.152747,0.152747
0.001000,470,4.792187,0.146144,0.146144,0.153959,0.153959
0.001000,471,4.744315,0.159181,0.159181,0.154862,0.154862
0.001000,472,4.831083,0.112583,0.112583,0.154105,0.154105
0.001000,473,4.692452,0.155371,0.155371,0.153885,0.153885
0.001000,474,4.783210,0.162631,0.162631,0.153531,0.153531
0.001000,475,4.810139,0.117859,0.117859,0.153242,0.153242
0.001000,476,4.741322,0.140837,0.140837,0.153395,0.153395
0.001000,477,4.712400,0.174657,0.174657,0.156472,0.156472
0.001000,478,4.789195,0.159075,0.159075,0.160043,0.160043
0.001000,479,4.823127,0.174382,0.174382,0.161005,0.161005
0.001000,480,4.754288,0.147921,0.147921,0.156360,0.156360
0.001000,481,4.815125,0.138060,0.138060,0.154139,0.154139
0.001000,482,4.805152,0.132379,0.132379,0.155528,0.155528
0.001000,483,4.798171,0.169427,0.169427,0.155472,0.155472
0.001000,484,4.781216,0.160310,0.160310,0.154109,0.154109
0.001000,485,4.735338,0.175840,0.175840,0.153778,0.153778
0.001000,486,4.813129,0.130533,0.130533,0.154561,0.154561
0.001000,487,4.789195,0.158841,0.158841,0.154194,0.154194
0.001000,488,4.740325,0.149455,0.149455,0.153786,0.153786
0.001000,489,4.729355,0.144906,0.144906,0.153354,0.153354
0.001000,490,4.808144,0.146367,0.146367,0.153776,0.153776
0.001000,491,4.709436,0.150627,0.150627,0.152843,0.152843
0.001000,492-best,4.699435,0.156798,0.156798,0.152370,0.152370
0.001000,493,4.772240,0.148330,0.148330,0.153151,0.153151
0.001000,494,4.800165,0.156605,0.156605,0.153456,0.153456
0.001000,495,4.844049,0.164381,0.164381,0.153259,0.153259
0.001000,496,4.886909,0.161576,0.161576,0.153864,0.153864
0.001000,497,4.803157,0.146461,0.146461,0.153748,0.153748
0.001000,498,4.799168,0.148488,0.148488,0.153245,0.153245
0.001000,499,4.733345,0.156465,0.156465,0.154229,0.154229
0.001000,500,4.850031,0.146968,0.146968,0.152597,0.152597
0.001000,501-best,4.759275,0.128755,0.128755,0.151450,0.151450
0.001000,502,4.781215,0.139317,0.139317,0.152111,0.152111
0.001000,503,4.790192,0.137685,0.137685,0.152732,0.152732
0.001000,504,4.798170,0.158602,0.158602,0.152644,0.152644
0.001000,505,4.755285,0.120437,0.120437,0.155180,0.155180
0.001000,506,4.803157,0.168303,0.168303,0.153382,0.153382
0.001000,507,4.896907,0.130900,0.130900,0.155357,0.155357
0.001000,508,4.740325,0.152537,0.152537,0.153911,0.153911
0.001000,509,4.792186,0.135296,0.135296,0.153397,0.153397
0.001000,510,4.748304,0.153548,0.153548,0.152810,0.152810
0.001000,511,4.777226,0.139707,0.139707,0.152724,0.152724
0.001000,512,4.783210,0.125601,0.125601,0.152579,0.152579
0.001000,513,4.827094,0.147849,0.147849,0.152598,0.152598
0.001000,514,4.775232,0.135917,0.135917,0.152799,0.152799
0.001000,515,4.709407,0.157761,0.157761,0.152675,0.152675
0.001000,516,4.726362,0.167220,0.167220,0.152364,0.152364
0.001000,517,4.633610,0.147506,0.147506,0.152865,0.152865
0.001000,518,4.758276,0.160069,0.160069,0.152724,0.152724
0.001000,519-best,4.860005,0.174711,0.174711,0.151053,0.151053
0.001000,520-best,4.887902,0.134773,0.134773,0.150595,0.150595
0.001000,521-best,4.790169,0.149177,0.149177,0.150449,0.150449
0.001000,522,4.787199,0.161540,0.161540,0.150594,0.150594
0.001000,523-best,4.896907,0.148580,0.148580,0.149799,0.149799
0.001000,524,4.808145,0.163035,0.163035,0.150856,0.150856
0.001000,525,4.768250,0.154197,0.154197,0.152583,0.152583
0.001000,526,4.788197,0.127752,0.127752,0.153664,0.153664
0.001000,527,4.787200,0.148603,0.148603,0.151381,0.151381
0.001000,528,4.744343,0.176091,0.176091,0.150392,0.150392
0.001000,529,4.783238,0.145912,0.145912,0.151479,0.151479
0.001000,530,4.756282,0.174757,0.174757,0.154332,0.154332
0.001000,531,4.723371,0.150972,0.150972,0.152952,0.152952
0.001000,532,4.773236,0.150117,0.150117,0.151810,0.151810
0.001000,533,4.790191,0.137210,0.137210,0.151851,0.151851
0.001000,534,4.812134,0.129572,0.129572,0.152257,0.152257
0.001000,535,4.750299,0.138466,0.138466,0.155650,0.155650
0.001000,536,4.804155,0.148243,0.148243,0.155360,0.155360
0.001000,537,4.819115,0.126265,0.126265,0.155055,0.155055
0.001000,538,4.785205,0.147016,0.147016,0.153743,0.153743
0.001000,539,4.758277,0.151795,0.151795,0.154359,0.154359
0.001000,540,4.790191,0.171296,0.171296,0.153925,0.153925
0.001000,541,4.762267,0.137899,0.137899,0.152923,0.152923
0.001000,542,4.758277,0.139489,0.139489,0.152348,0.152348
0.001000,543,4.756283,0.157721,0.157721,0.152763,0.152763
0.001000,544,4.726362,0.194671,0.194671,0.150862,0.150862
0.001000,545,4.829114,0.150606,0.150606,0.151756,0.151756
0.001000,546,4.765258,0.127782,0.127782,0.150572,0.150572
0.001000,547,4.670512,0.149234,0.149234,0.150946,0.150946
0.001000,548,4.793185,0.133030,0.133030,0.150909,0.150909
0.001000,549,4.755285,0.119487,0.119487,0.151181,0.151181
0.001000,550,4.754288,0.125680,0.125680,0.151856,0.151856
0.001000,551,4.727359,0.153954,0.153954,0.151706,0.151706
0.001000,552,4.854023,0.163677,0.163677,0.151620,0.151620
0.001000,553,4.765258,0.135426,0.135426,0.153921,0.153921
0.001000,554,4.729355,0.159992,0.159992,0.153723,0.153723
0.001000,555,4.749301,0.139991,0.139991,0.153297,0.153297
0.001000,556,4.857012,0.167627,0.167627,0.152622,0.152622
0.001000,557,4.770244,0.149061,0.149061,0.152178,0.152178
0.001000,558,4.732326,0.149722,0.149722,0.153644,0.153644
0.001000,559,4.858010,0.126815,0.126815,0.153507,0.153507
0.001000,560,4.752294,0.177919,0.177919,0.153505,0.153505
0.001000,561,4.812133,0.152701,0.152701,0.152993,0.152993
0.001000,562,4.820112,0.128829,0.128829,0.153890,0.153890
0.001000,563,4.782214,0.131703,0.131703,0.154296,0.154296
0.001000,564,4.749300,0.170180,0.170180,0.154848,0.154848
0.001000,565,4.809140,0.127628,0.127628,0.154122,0.154122
0.001000,566,4.713397,0.163797,0.163797,0.152859,0.152859
0.001000,567,4.750299,0.183711,0.183711,0.151840,0.151840
0.001000,568,4.736336,0.157498,0.157498,0.150754,0.150754
0.001000,569,4.769247,0.154846,0.154846,0.150854,0.150854
0.001000,570,4.741351,0.163287,0.163287,0.150803,0.150803
0.001000,571,4.855018,0.154129,0.154129,0.151349,0.151349
0.001000,572,4.861002,0.126364,0.126364,0.151370,0.151370
0.001000,573,4.781215,0.127510,0.127510,0.150770,0.150770
0.001000,574,4.877958,0.152703,0.152703,0.150888,0.150888
0.001000,575,4.792186,0.173542,0.173542,0.151301,0.151301
0.001000,576,4.784208,0.136080,0.136080,0.150988,0.150988
0.001000,577,4.700461,0.152938,0.152938,0.150431,0.150431
0.001000,578,4.748304,0.130666,0.130666,0.151142,0.151142
0.001000,579,4.745311,0.149951,0.149951,0.151268,0.151268
0.001000,580,4.684475,0.122203,0.122203,0.150657,0.150657
0.001000,581,4.780219,0.156345,0.156345,0.150594,0.150594
0.001000,582,4.807147,0.153226,0.153226,0.151124,0.151124
0.001000,583,4.769248,0.147946,0.147946,0.151200,0.151200
0.001000,584,4.774259,0.175398,0.175398,0.151412,0.151412
0.001000,585,4.833078,0.119472,0.119472,0.153108,0.153108
0.001000,586,4.812133,0.154204,0.154204,0.154788,0.154788
0.001000,587,4.779221,0.112267,0.112267,0.155912,0.155912
0.001000,588,4.804155,0.153060,0.153060,0.154240,0.154240
0.001000,589,4.740348,0.117154,0.117154,0.152645,0.152645
0.001000,590,4.742319,0.156459,0.156459,0.151442,0.151442
0.001000,591,4.745311,0.176964,0.176964,0.150886,0.150886
0.001000,592,4.750299,0.143173,0.143173,0.150949,0.150949
0.001000,593,4.729354,0.169681,0.169681,0.151179,0.151179
0.001000,594,4.762267,0.148335,0.148335,0.150955,0.150955
0.001000,595,4.735339,0.133766,0.133766,0.150233,0.150233
0.001000,596-best,4.746308,0.157519,0.157519,0.149282,0.149282
0.001000,597,4.795178,0.133350,0.133350,0.150417,0.150417
0.001000,598,4.849035,0.155992,0.155992,0.151011,0.151011
0.001000,599,4.865989,0.144654,0.144654,0.152068,0.152068
0.001000,600,4.699433,0.155938,0.155938,0.150040,0.150040
0.001000,601,4.761269,0.133327,0.133327,0.149899,0.149899
0.001000,602,4.688464,0.138814,0.138814,0.150755,0.150755
0.001000,603,4.771241,0.134972,0.134972,0.152266,0.152266
0.001000,604,4.780219,0.143549,0.143549,0.152431,0.152431
0.001000,605,4.807147,0.121160,0.121160,0.152535,0.152535
0.001000,606,4.750298,0.164701,0.164701,0.151605,0.151605
0.001000,607,4.743318,0.136076,0.136076,0.150576,0.150576
0.001000,608,4.796175,0.147747,0.147747,0.149461,0.149461
0.001000,609,4.792187,0.150247,0.150247,0.149516,0.149516
0.001000,610,4.667518,0.138712,0.138712,0.150047,0.150047
0.001000,611,4.897904,0.137274,0.137274,0.149947,0.149947
0.001000,612,4.781215,0.140628,0.140628,0.150162,0.150162
0.001000,613,4.784208,0.124503,0.124503,0.150403,0.150403
0.001000,614,4.762266,0.117495,0.117495,0.150318,0.150318
0.001000,615,4.798171,0.123078,0.123078,0.149812,0.149812
0.001000,616-best,4.776229,0.150056,0.150056,0.149232,0.149232
0.001000,617-best,4.798171,0.158792,0.158792,0.149207,0.149207
0.001000,618,4.825098,0.152232,0.152232,0.149540,0.149540
0.001000,619,4.707414,0.153928,0.153928,0.149343,0.149343
0.001000,620,4.724368,0.111814,0.111814,0.149393,0.149393
0.001000,621-best,4.807147,0.155865,0.155865,0.149030,0.149030
0.001000,622,4.751295,0.143955,0.143955,0.149444,0.149444
0.001000,623,4.768250,0.154970,0.154970,0.150519,0.150519
0.001000,624,4.872971,0.155259,0.155259,0.150607,0.150607
0.001000,625,4.811136,0.128098,0.128098,0.149112,0.149112
0.001000,626-best,4.778223,0.134529,0.134529,0.148185,0.148185
0.001000,627,4.719382,0.169093,0.169093,0.149013,0.149013
0.001000,628,4.724366,0.146605,0.146605,0.149497,0.149497
0.001000,629,4.770246,0.130889,0.130889,0.148440,0.148440
0.001000,630,4.799167,0.139094,0.139094,0.148962,0.148962
0.001000,631,4.724368,0.163614,0.163614,0.149962,0.149962
0.001000,632,4.707414,0.178325,0.178325,0.148953,0.148953
0.001000,633,4.841056,0.158174,0.158174,0.148296,0.148296
0.001000,634-best,4.750299,0.160955,0.160955,0.147662,0.147662
0.001000,635-best,4.780219,0.140582,0.140582,0.147171,0.147171
0.001000,636,4.841057,0.166350,0.166350,0.147536,0.147536
0.001000,637,4.833077,0.128633,0.128633,0.147873,0.147873
0.001000,638,4.840058,0.131132,0.131132,0.148821,0.148821
0.001000,639,4.809142,0.133174,0.133174,0.148299,0.148299
0.001000,640,4.808143,0.153198,0.153198,0.148649,0.148649
0.001000,641,4.802159,0.151447,0.151447,0.148740,0.148740
0.001000,642,4.775232,0.142456,0.142456,0.148630,0.148630
0.001000,643,4.778224,0.164809,0.164809,0.147734,0.147734
0.001000,644,4.732346,0.151802,0.151802,0.147627,0.147627
0.001000,645,4.845045,0.133626,0.133626,0.147785,0.147785
0.001000,646-best,4.822107,0.154587,0.154587,0.146902,0.146902
0.001000,647,4.786202,0.136125,0.136125,0.147263,0.147263
0.001000,648,4.811136,0.122969,0.122969,0.147558,0.147558
0.001000,649,4.759274,0.167303,0.167303,0.146947,0.146947
0.001000,650,4.862998,0.185641,0.185641,0.148056,0.148056
0.001000,651,4.728356,0.137658,0.137658,0.149865,0.149865
0.001000,652,4.743318,0.142460,0.142460,0.150179,0.150179
0.001000,653,4.751296,0.141755,0.141755,0.148903,0.148903
0.001000,654,4.763264,0.133887,0.133887,0.148331,0.148331
0.001000,655,4.812133,0.109993,0.109993,0.149414,0.149414
0.001000,656,4.780218,0.121479,0.121479,0.151626,0.151626
0.001000,657,4.799168,0.150587,0.150587,0.150596,0.150596
0.001000,658,4.779221,0.152071,0.152071,0.150005,0.150005
0.001000,659,4.770245,0.109029,0.109029,0.150328,0.150328
0.001000,660,4.727360,0.154201,0.154201,0.149189,0.149189
0.001000,661,4.767254,0.131030,0.131030,0.147795,0.147795
0.001000,662,4.795178,0.149968,0.149968,0.146970,0.146970
0.001000,663,4.820111,0.135005,0.135005,0.146945,0.146945
0.001000,664,4.865989,0.144455,0.144455,0.147829,0.147829
0.001000,665,4.745313,0.136446,0.136446,0.147619,0.147619
0.001000,666,4.675498,0.123678,0.123678,0.147545,0.147545
0.001000,667,4.785205,0.154005,0.154005,0.147100,0.147100
0.001000,668,4.759275,0.117302,0.117302,0.147045,0.147045
0.001000,669,4.769248,0.154129,0.154129,0.147217,0.147217
0.001000,670,4.850031,0.123159,0.123159,0.148270,0.148270
0.001000,671,4.794208,0.185148,0.185148,0.147466,0.147466
0.001000,672-best,4.776230,0.158085,0.158085,0.146602,0.146602
0.001000,673,4.843050,0.143234,0.143234,0.148012,0.148012
0.001000,674,4.816122,0.133017,0.133017,0.148347,0.148347
0.001000,675-best,4.793185,0.171232,0.171232,0.146559,0.146559
0.001000,676,4.779192,0.147637,0.147637,0.147159,0.147159
0.001000,677,4.892940,0.143302,0.143302,0.146725,0.146725
0.001000,678-best,4.717387,0.147040,0.147040,0.146136,0.146136
0.001000,679,4.823105,0.147133,0.147133,0.148127,0.148127
0.001000,680,4.773237,0.174155,0.174155,0.150537,0.150537
0.001000,681,4.766256,0.152987,0.152987,0.149547,0.149547
0.001000,682,4.709408,0.167945,0.167945,0.147033,0.147033
0.001000,683,4.724367,0.139105,0.139105,0.146296,0.146296
0.001000,684,4.831083,0.162770,0.162770,0.146497,0.146497
0.001000,685,4.752322,0.131293,0.131293,0.146408,0.146408
0.001000,686,4.742319,0.142855,0.142855,0.146619,0.146619
0.001000,687,4.673505,0.159564,0.159564,0.146857,0.146857
0.001000,688,4.752293,0.132046,0.132046,0.147513,0.147513
0.001000,689,4.832081,0.134960,0.134960,0.147348,0.147348
0.001000,690,4.759274,0.158368,0.158368,0.146271,0.146271
0.001000,691,4.780219,0.150701,0.150701,0.146463,0.146463
0.001000,692,4.744314,0.152777,0.152777,0.146175,0.146175
0.001000,693,4.739328,0.128044,0.128044,0.146166,0.146166
0.001000,694-best,4.847039,0.152130,0.152130,0.146066,0.146066
0.001000,695,4.953753,0.133359,0.133359,0.146582,0.146582
0.001000,696,4.787201,0.146959,0.146959,0.146376,0.146376
0.001000,697-best,4.766256,0.127264,0.127264,0.145780,0.145780
0.001000,698-best,4.757280,0.137124,0.137124,0.145058,0.145058
0.001000,699,4.770246,0.127808,0.127808,0.145599,0.145599
0.001000,700,4.830084,0.143514,0.143514,0.145513,0.145513
0.001000,701,4.760271,0.163110,0.163110,0.145507,0.145507
0.001000,702,4.855018,0.148260,0.148260,0.145753,0.145753
0.001000,703,4.787223,0.138345,0.138345,0.145389,0.145389
0.001000,704,4.759274,0.142623,0.142623,0.145494,0.145494
0.001000,705,4.743317,0.143950,0.143950,0.145733,0.145733
0.001000,706,4.739327,0.118729,0.118729,0.145743,0.145743
0.001000,707,4.799168,0.143481,0.143481,0.145237,0.145237
0.001000,708,4.725365,0.122035,0.122035,0.146043,0.146043
0.001000,709,4.755286,0.132367,0.132367,0.147628,0.147628
0.001000,710,4.755286,0.115914,0.115914,0.146608,0.146608
0.001000,711,4.768250,0.126128,0.126128,0.145411,0.145411
0.001000,712,4.743318,0.141805,0.141805,0.145161,0.145161
0.001000,713,4.753291,0.166820,0.166820,0.146716,0.146716
0.001000,714,4.761269,0.143066,0.143066,0.148110,0.148110
0.001000,715,4.829088,0.142752,0.142752,0.146828,0.146828
0.001000,716,4.789195,0.130643,0.130643,0.145882,0.145882
0.001000,717,4.744315,0.139035,0.139035,0.145442,0.145442
0.001000,718,4.801162,0.117909,0.117909,0.146055,0.146055
0.001000,719,4.760272,0.149545,0.149545,0.145510,0.145510
0.001000,720,4.758305,0.140338,0.140338,0.145875,0.145875
0.001000,721,4.776229,0.105993,0.105993,0.146841,0.146841
0.001000,722,4.735339,0.158093,0.158093,0.147073,0.147073
0.001000,723,4.739327,0.138962,0.138962,0.146019,0.146019
0.001000,724,4.724368,0.133129,0.133129,0.145599,0.145599
0.001000,725,4.772239,0.151089,0.151089,0.145864,0.145864
0.001000,726,4.871974,0.156177,0.156177,0.145694,0.145694
0.001000,727,4.784208,0.136878,0.136878,0.145177,0.145177
0.001000,728,4.846043,0.147341,0.147341,0.145994,0.145994
0.001000,729,4.838064,0.144839,0.144839,0.145848,0.145848
0.001000,730,4.716389,0.147093,0.147093,0.145238,0.145238
0.001000,731,4.774235,0.136004,0.136004,0.145250,0.145250
0.001000,732,4.785205,0.157022,0.157022,0.145089,0.145089
0.001000,733,4.754288,0.116095,0.116095,0.145498,0.145498
0.001000,734,4.773237,0.097639,0.097639,0.145599,0.145599
0.001000,735,4.768250,0.130995,0.130995,0.145800,0.145800
0.001000,736,4.804154,0.160164,0.160164,0.145986,0.145986
0.001000,737,4.842052,0.131048,0.131048,0.147514,0.147514
0.001000,738,4.838063,0.137436,0.137436,0.149656,0.149656
0.001000,739,4.787200,0.130306,0.130306,0.149917,0.149917
0.001000,740,4.744314,0.157820,0.157820,0.145506,0.145506
0.001000,741,4.826096,0.130233,0.130233,0.145518,0.145518
0.001000,742,4.784208,0.127549,0.127549,0.146659,0.146659
0.001000,743,4.778223,0.162623,0.162623,0.147110,0.147110
0.001000,744,4.834075,0.136812,0.136812,0.146819,0.146819
0.001000,745,4.790224,0.132203,0.132203,0.146427,0.146427
0.001000,746,4.737333,0.150071,0.150071,0.145517,0.145517
0.001000,747,4.756282,0.134347,0.134347,0.145358,0.145358
0.001000,748,4.809141,0.142132,0.142132,0.145735,0.145735
0.001000,749-best,4.784208,0.127905,0.127905,0.145035,0.145035
0.001000,750-best,4.756253,0.124270,0.124270,0.145027,0.145027
0.001000,751,4.773209,0.123618,0.123618,0.145397,0.145397
0.001000,752,4.762265,0.162774,0.162774,0.145974,0.145974
0.001000,753,4.692453,0.135013,0.135013,0.145651,0.145651
0.001000,754,4.734341,0.141032,0.141032,0.145983,0.145983
0.001000,755,4.788197,0.134754,0.134754,0.145293,0.145293
0.001000,756-best,4.815126,0.151120,0.151120,0.144702,0.144702
0.001000,757-best,4.837043,0.174091,0.174091,0.144538,0.144538
0.001000,758,4.705419,0.137418,0.137418,0.145544,0.145544
0.001000,759,4.816123,0.148672,0.148672,0.144947,0.144947
0.001000,760,4.777226,0.125790,0.125790,0.145548,0.145548
0.001000,761,4.731349,0.115251,0.115251,0.144785,0.144785
0.001000,762,4.847039,0.135457,0.135457,0.145474,0.145474
0.001000,763,4.857013,0.128915,0.128915,0.145307,0.145307
0.001000,764,4.739328,0.149242,0.149242,0.145861,0.145861
0.001000,765,4.722372,0.138057,0.138057,0.146670,0.146670
0.001000,766,4.690459,0.124148,0.124148,0.145122,0.145122
0.001000,767,4.819115,0.116311,0.116311,0.145937,0.145937
0.001000,768,4.798170,0.131896,0.131896,0.145478,0.145478
0.001000,769,4.733344,0.145696,0.145696,0.145252,0.145252
0.001000,770,4.741323,0.136617,0.136617,0.146039,0.146039
0.001000,771,4.797172,0.163407,0.163407,0.145326,0.145326
0.001000,772,4.682479,0.151329,0.151329,0.146659,0.146659
0.001000,773,4.791190,0.164554,0.164554,0.145945,0.145945
0.001000,774,4.724368,0.115654,0.115654,0.146826,0.146826
0.001000,775,4.728356,0.128898,0.128898,0.145996,0.145996
0.001000,776,4.794182,0.119623,0.119623,0.146051,0.146051
0.001000,777,4.820112,0.156100,0.156100,0.145139,0.145139
0.001000,778,4.740324,0.158090,0.158090,0.145692,0.145692
0.001000,779,4.693450,0.138390,0.138390,0.146079,0.146079
0.001000,780,4.819114,0.114698,0.114698,0.145079,0.145079
0.001000,781,4.839061,0.119528,0.119528,0.145208,0.145208
0.001000,782-best,4.736336,0.134964,0.134964,0.144404,0.144404
0.001000,783,4.714395,0.123196,0.123196,0.145416,0.145416
0.001000,784,4.817120,0.140851,0.140851,0.144991,0.144991
0.001000,785,4.752294,0.126716,0.126716,0.144479,0.144479
0.001000,786-best,4.717386,0.140382,0.140382,0.143828,0.143828
0.001000,787,4.755286,0.127179,0.127179,0.144370,0.144370
0.001000,788,4.738330,0.157543,0.157543,0.145243,0.145243
0.001000,789,4.741322,0.133979,0.133979,0.144904,0.144904
0.001000,790,4.781215,0.124552,0.124552,0.144984,0.144984
0.001000,791,4.712401,0.158555,0.158555,0.145704,0.145704
0.001000,792,4.728356,0.172936,0.172936,0.145019,0.145019
0.001000,793,4.804154,0.138633,0.138633,0.143958,0.143958
0.001000,794,4.811136,0.119727,0.119727,0.144318,0.144318
0.001000,795,4.764262,0.149121,0.149121,0.143949,0.143949
0.001000,796,4.765259,0.138528,0.138528,0.144110,0.144110
0.001000,797,4.751328,0.145448,0.145448,0.144001,0.144001
0.001000,798,4.823104,0.106252,0.106252,0.143952,0.143952
0.001000,799-best,4.767254,0.131891,0.131891,0.143731,0.143731
0.001000,800,4.748310,0.145417,0.145417,0.144356,0.144356
0.001000,801,4.814127,0.137238,0.137238,0.144967,0.144967
0.001000,802,4.771243,0.168315,0.168315,0.144791,0.144791
0.001000,803,4.823104,0.134299,0.134299,0.144432,0.144432
0.001000,804,4.815125,0.144428,0.144428,0.144130,0.144130
0.001000,805,4.801162,0.141261,0.141261,0.143949,0.143949
0.001000,806-best,4.644580,0.125494,0.125494,0.143633,0.143633
0.001000,807-best,4.812133,0.142595,0.142595,0.143128,0.143128
0.001000,808,4.754265,0.115683,0.115683,0.143379,0.143379
0.001000,809-best,4.742321,0.147879,0.147879,0.142873,0.142873
0.001000,810-best,4.769273,0.135043,0.135043,0.142865,0.142865
0.001000,811,4.769249,0.128543,0.128543,0.143128,0.143128
0.001000,812,4.798200,0.101182,0.101182,0.143379,0.143379
0.001000,813,4.843050,0.171242,0.171242,0.143685,0.143685
0.001000,814,4.827094,0.155353,0.155353,0.145308,0.145308
0.001000,815,4.760271,0.143389,0.143389,0.146291,0.146291
0.001000,816,4.732346,0.127698,0.127698,0.146842,0.146842
0.001000,817,4.808144,0.133332,0.133332,0.145995,0.145995
0.001000,818,4.817120,0.146678,0.146678,0.143952,0.143952
0.001000,819-best,4.758277,0.142589,0.142589,0.142831,0.142831
0.001000,820,4.874966,0.136615,0.136615,0.143243,0.143243
0.001000,821,4.762267,0.151449,0.151449,0.144268,0.144268
0.001000,822,4.745312,0.125564,0.125564,0.144129,0.144129
0.001000,823,4.701430,0.119361,0.119361,0.143885,0.143885
0.001000,824,4.753290,0.143391,0.143391,0.143176,0.143176
0.001000,825,4.808144,0.141759,0.141759,0.144840,0.144840
0.001000,826,4.717387,0.137566,0.137566,0.144951,0.144951
0.001000,827,4.755286,0.130844,0.130844,0.144741,0.144741
0.001000,828,4.769248,0.146352,0.146352,0.144080,0.144080
0.001000,829,4.874965,0.129351,0.129351,0.144119,0.144119
0.001000,830,4.701428,0.177321,0.177321,0.145604,0.145604
0.001000,831,4.760272,0.164554,0.164554,0.145383,0.145383
0.001000,832,4.733343,0.151997,0.151997,0.144469,0.144469
0.001000,833,4.758277,0.136072,0.136072,0.143858,0.143858
0.001000,834,4.774233,0.129752,0.129752,0.144517,0.144517
0.001000,835,4.821109,0.151092,0.151092,0.145102,0.145102
0.001000,836,4.845045,0.140660,0.140660,0.143938,0.143938
0.001000,837,4.795178,0.112637,0.112637,0.144781,0.144781
0.001000,838,4.811137,0.134142,0.134142,0.145635,0.145635
0.001000,839,4.726362,0.144837,0.144837,0.145949,0.145949
0.001000,840,4.711402,0.126917,0.126917,0.144749,0.144749
0.001000,841,4.714396,0.115945,0.115945,0.144296,0.144296
0.001000,842,4.790192,0.123631,0.123631,0.145083,0.145083
0.001000,843,4.792187,0.138559,0.138559,0.145572,0.145572
0.001000,844,4.800164,0.121242,0.121242,0.144430,0.144430
0.001000,845,4.747305,0.139794,0.139794,0.143501,0.143501
0.001000,846,4.761269,0.161198,0.161198,0.143449,0.143449
0.001000,847,4.745312,0.115577,0.115577,0.143706,0.143706
0.001000,848,4.721375,0.149022,0.149022,0.143582,0.143582
0.001000,849,4.784208,0.141290,0.141290,0.143768,0.143768
0.001000,850,4.801163,0.140081,0.140081,0.143497,0.143497
0.001000,851-best,4.702407,0.154559,0.154559,0.142736,0.142736
0.001000,852-best,4.786202,0.130585,0.130585,0.142667,0.142667
0.001000,853-best,4.765232,0.158771,0.158771,0.142602,0.142602
0.001000,854,4.772240,0.136537,0.136537,0.142671,0.142671
0.001000,855,4.807146,0.126589,0.126589,0.142680,0.142680
0.001000,856-best,4.783237,0.152181,0.152181,0.142557,0.142557
